p,o,a,b,c
113,-,54179,68,97
113,-,65979,51,49
97,-,31026,26,57
97,/,51782,62,59
113,+,22088,102,42
97,+,39855,34,22
97,/,78561,57,20
97,-,65197,20,90
113,/,32155,36,102
97,-,3080,7,66
97,/,96984,1,81
97,+,56754,71,80
97,+,80549,95,37
113,/,94245,92,7
113,-,94245,95,21
97,/,97317,97,33
97,-,2688,76,90
113,-,3935,7,86
113,-,60444,7,95
113,+,54179,0,52
113,+,85237,102,24
97,-,75993,14,28
113,/,4738,106,44
97,+,24506,93,58
113,+,45420,112,106
113,-,99308,109,98
97,-,25040,85,26
97,-,66732,15,78
97,+,97913,84,27
113,-,36672,87,86
97,/,13470,58,38
113,/,15577,22,30
113,+,22088,105,45
97,-,47058,66,44
97,/,66732,34,22
113,/,40358,46,86
113,+,65979,72,59
97,-,27813,95,73
97,+,81442,48,10
97,/,68089,5,37
113,/,90132,55,56
113,/,45066,21,112
113,/,61287,89,10
97,+,35467,3,65
113,-,27885,43,44
113,+,45420,28,22
97,+,92272,12,37
113,/,45066,94,27
113,+,8764,25,88
97,-,9078,13,44
97,/,36413,14,78
113,-,65979,88,12
113,-,46646,104,99
97,+,49384,75,86
113,/,11670,27,93
113,/,33576,101,106
97,+,9313,95,96
113,/,60444,89,1
113,+,78288,90,69
113,-,99188,56,31
113,+,88178,67,105
97,/,3080,8,94
113,+,60716,73,108
97,/,3080,12,62
113,+,32819,98,34
97,-,94353,49,20
113,-,61287,87,67
97,/,49039,25,21
113,/,25005,98,29
97,/,89479,81,37
97,-,36413,89,46
113,/,66952,103,85
113,+,60261,31,63
97,-,69912,97,72
97,/,59127,87,0
97,+,17918,23,93
97,/,13470,3,28
113,/,27885,42,98
113,+,87038,104,19
97,/,84026,70,36
113,/,45420,77,24
113,/,46646,22,86
97,+,45468,5,77
97,+,3357,40,2
97,+,90189,96,75
113,+,13880,11,105
97,/,34702,91,90
113,+,90132,54,12
97,-,96984,36,45
97,/,92272,23,34
113,/,60716,19,31
97,/,3080,40,77
113,+,25005,93,12
113,-,40358,91,39
97,+,66969,60,2
97,+,41477,65,26
113,/,92542,99,30
113,+,28473,26,23
97,/,46204,58,20
97,-,77561,78,77
113,/,66952,27,106
113,-,76255,14,79
97,/,10109,93,11
113,/,51028,18,9
113,-,47699,29,97
97,-,41477,50,8
113,/,64108,60,51
97,+,97317,82,11
97,-,35942,57,92
113,-,40541,92,108
97,/,9127,32,91
113,-,38286,101,104
113,-,62575,72,14
113,+,58742,57,39
113,+,78288,76,55
97,/,76017,21,30
97,+,83449,53,82
97,/,94353,84,56
97,/,70596,95,64
97,+,21582,76,27
113,+,40541,0,87
97,/,71429,20,79
97,/,25040,40,44
97,-,77561,93,62
97,-,41477,43,15
113,-,99188,36,51
113,+,90082,81,102
113,/,3935,97,40
97,/,9127,49,89
97,/,10109,7,86
113,+,40483,103,19
97,+,24752,32,49
97,-,85802,71,80
97,+,84096,49,46
97,+,47058,33,46
113,/,18391,95,80
97,-,39776,69,34
113,/,67524,81,42
97,-,35942,33,19
97,+,83449,75,7
113,+,46646,95,72
97,/,65197,33,35
97,/,56754,11,18
113,+,90132,93,51
113,+,38133,111,50
113,-,51677,70,79
113,/,12109,77,44
113,-,88178,86,65
113,/,84984,10,23
113,-,67524,44,19
97,-,22704,74,29
113,-,45420,58,49
113,-,64460,69,94
113,-,62575,32,54
113,+,42439,9,73
97,-,32087,46,31
97,/,32087,35,43
97,-,58237,57,77
97,+,31026,10,93
113,-,61208,110,78
97,-,70596,41,36
97,/,49203,91,55
97,-,9127,31,75
113,/,99188,63,105
97,+,22902,64,74
113,/,53879,44,94
97,+,39776,14,20
113,/,11670,106,110
113,+,32819,59,108
113,/,38286,78,38
113,+,35865,94,25
113,+,87985,22,93
97,-,97913,64,73
97,+,7373,6,7
113,+,73905,68,71
113,+,6496,9,64
113,/,60716,21,66
113,-,67524,16,47
113,/,29376,28,32
97,-,46992,19,25
97,-,49203,77,44
113,-,98262,5,60
97,-,89387,89,58
97,/,41477,67,37
97,+,22902,6,16
113,/,84984,22,20
113,-,51677,55,94
97,-,25040,79,32
97,/,34702,23,53
97,/,36556,69,44
113,+,92067,1,86
113,/,40541,14,70
113,-,71965,14,83
97,/,77561,56,27
97,-,55447,50,10
113,+,74692,60,59
113,-,45066,26,66
113,+,32138,9,55
113,+,78097,96,110
97,/,65197,40,77
113,/,51028,76,106
113,-,13469,24,111
97,+,69912,13,85
97,/,35942,78,72
113,+,28473,7,4
113,+,15416,27,75
113,-,88625,81,65
113,-,3935,91,2
97,/,68089,39,96
97,-,22452,78,64
97,-,89479,71,71
97,+,81442,18,77
113,+,73271,73,7
113,+,3935,84,64
97,+,78745,23,4
113,+,90132,104,62
113,/,77503,43,107
113,-,28473,65,45
113,-,88107,49,31
113,+,90338,100,38
113,-,46526,33,50
113,-,38286,102,103
113,-,6268,6,47
113,/,33576,112,73
97,+,27813,33,7
113,/,76255,34,95
113,+,2527,49,90
97,+,41940,82,21
97,/,71429,81,8
97,+,35467,48,13
97,+,46992,91,38
97,-,35467,50,12
113,-,29229,110,78
97,+,69658,41,53
97,+,85802,30,84
113,/,38133,104,27
97,-,36413,83,52
113,+,40541,57,31
97,+,41940,27,63
97,+,90189,76,55
113,-,51028,68,110
113,/,73905,51,93
113,-,60444,55,47
113,+,36672,84,31
113,/,38133,45,56
97,-,55447,61,96
97,+,97317,7,33
113,-,22918,74,18
97,/,85802,28,57
113,+,47699,40,53
97,/,78480,41,71
113,+,60716,49,84
113,/,76255,52,110
97,/,2688,29,92
97,-,80549,96,40
113,-,18391,13,72
113,/,50938,62,30
97,/,24752,69,67
97,-,49203,65,56
113,/,98262,62,2
113,-,29229,12,63
97,-,5956,39,0
113,-,11670,42,102
113,-,90082,46,88
113,/,2527,92,27
113,-,71965,60,37
97,/,69658,47,27
113,+,11343,45,88
113,-,92447,21,105
97,+,80549,46,85
113,/,90082,78,24
97,/,5520,29,93
97,+,47106,20,81
97,/,34913,33,87
97,+,39030,94,33
113,-,22918,18,74
97,+,24752,17,34
113,-,92437,6,110
113,/,3489,35,99
97,/,25040,67,82
113,-,98262,80,98
113,+,61208,108,70
97,+,9313,68,69
113,/,40541,42,61
113,-,78288,97,108
113,-,56838,47,65
113,/,16295,28,16
113,+,94644,85,35
97,+,9313,37,38
113,/,6146,21,66
113,+,76255,57,37
97,+,17531,29,3
97,/,65197,10,20
97,-,58237,10,27
113,+,69342,57,17
113,+,22088,100,40
97,+,24506,54,19
97,/,78561,65,44
97,+,41940,45,81
113,/,67524,104,84
97,+,24752,93,13
97,/,13485,93,48
113,+,58742,13,108
113,+,11670,84,2
113,+,64460,110,47
97,/,2688,31,86
113,/,46646,37,17
113,/,3489,71,49
97,-,65197,77,33
113,-,6496,56,112
113,+,10530,15,36
113,+,92437,19,22
113,/,10530,87,8
97,-,70596,44,33
113,-,11343,105,51
113,+,90338,82,20
113,-,25005,85,60
113,/,84344,47,99
97,-,95595,91,56
97,/,86933,21,65
113,-,98030,4,55
97,+,89387,71,24
97,-,78561,64,24
113,/,40541,43,38
113,+,40483,36,65
113,-,3489,106,106
113,+,64460,50,100
113,-,92437,7,109
97,+,58237,76,16
113,/,18628,55,112
97,/,49039,64,87
113,-,64108,21,16
97,/,10109,25,16
113,-,4738,34,71
113,+,76255,80,60
113,/,18391,112,51
97,-,76017,82,81
97,+,13470,77,64
97,/,5520,6,47
113,/,8764,58,38
113,-,90338,77,87
97,-,22704,91,12
113,-,48186,84,77
113,+,45819,35,89
97,-,92272,43,79
113,/,4030,92,43
97,-,66367,35,81
113,/,92447,100,20
113,+,4030,81,43
97,-,37093,37,2
113,+,13469,101,10
113,-,38353,23,23
113,-,69342,15,58
113,+,32155,14,77
113,-,32819,103,59
113,/,87038,81,57
113,/,92542,107,73
113,-,52810,103,49
113,/,51677,62,42
97,-,24506,23,39
113,-,87038,109,32
113,/,99188,97,5
113,/,77452,71,73
113,+,60716,63,98
97,-,9230,40,72
113,+,45066,23,2
113,/,71965,18,43
113,+,38124,88,18
113,-,32157,69,109
97,/,46204,53,95
113,+,51677,62,98
113,+,62575,69,42
97,+,37093,89,31
97,+,49384,52,63
97,+,9230,75,90
97,+,41940,65,4
113,+,92542,50,45
113,-,7715,12,19
113,-,84984,27,94
113,-,60716,111,37
113,/,8764,30,66
97,/,77561,91,76
113,-,46526,32,51
97,+,9078,66,26
97,-,39813,13,30
97,-,41477,15,43
97,+,92272,91,19
97,-,64490,10,72
97,/,95595,85,57
97,-,46992,4,40
113,+,28473,47,44
113,-,98262,100,78
97,/,21582,55,4
97,+,45681,12,6
113,-,18628,97,112
113,/,32155,23,42
97,/,65197,93,22
97,+,39855,81,69
97,+,9313,66,67
97,/,96984,23,45
113,-,48186,57,104
113,/,90082,64,51
113,-,94245,14,102
113,/,33576,57,24
97,-,71429,27,10
113,/,69342,78,98
113,+,88625,25,58
97,-,51782,57,24
113,-,2296,74,75
97,-,17918,89,78
97,-,46992,86,55
97,/,36556,64,86
113,/,94245,26,8
97,+,96984,85,69
97,-,17986,1,40
113,/,3935,112,35
97,+,39813,93,39
97,/,95595,63,62
97,+,9230,62,77
97,-,31026,38,45
113,-,61287,59,95
97,/,71429,67,96
97,/,97913,17,36
113,/,5188,63,82
113,+,99308,101,82
97,-,41477,54,4
97,+,31026,61,47
113,/,67524,18,22
97,/,9297,68,39
113,+,87038,22,50
113,+,64108,101,25
113,/,18628,92,89
97,-,39776,78,25
113,+,44017,89,36
97,/,66732,9,42
97,/,29432,21,43
113,/,76255,17,78
113,-,64108,66,84
113,+,12109,105,10
113,-,69342,76,110
97,/,9127,58,60
113,-,42439,31,33
97,/,95595,12,12
113,-,47699,108,18
113,+,40358,80,97
113,/,46646,5,63
113,-,98030,41,18
97,/,34913,35,27
113,-,29376,2,107
113,/,74692,89,48
113,-,64945,65,18
97,/,32087,5,15
113,+,25005,2,34
97,/,75993,70,18
113,-,11343,98,58
113,+,6268,50,103
113,+,53879,23,1
97,/,9127,15,26
113,/,10530,25,82
97,-,24752,8,9
97,-,60736,33,78
113,+,50938,23,111
113,/,9184,24,43
113,/,6146,35,62
97,/,45681,73,43
113,-,10530,54,80
97,/,5956,81,73
113,/,40541,112,22
97,-,9313,54,44
113,+,46646,56,33
113,+,28473,106,103
97,+,13470,21,8
113,/,98030,34,58
97,/,78561,46,58
97,-,9297,53,29
113,+,90764,81,106
97,/,41940,45,59
113,+,38124,72,2
113,/,78097,21,102
113,+,90338,101,39
113,+,94245,64,67
113,-,8764,6,57
113,+,60444,62,51
113,/,18628,19,76
113,-,48186,29,19
113,/,38286,97,55
113,-,32138,93,66
97,-,78561,57,31
97,+,96984,93,77
97,-,34913,30,60
113,/,92542,22,25
97,/,46992,12,36
113,-,51028,103,75
113,+,90082,41,62
113,/,22704,23,83
113,-,15577,94,2
113,-,61208,10,65
97,-,97317,17,9
113,+,47699,89,102
113,/,77503,1,98
97,+,41940,39,75
113,+,44017,8,68
97,+,35467,49,14
113,+,29376,66,62
113,/,52810,88,35
113,+,21170,41,80
97,/,17918,71,58
113,/,18628,49,41
97,-,49384,22,86
113,-,6496,101,67
97,+,92272,62,87
113,+,4738,26,18
97,-,97913,20,20
97,-,96984,46,35
97,-,45681,61,30
97,+,41477,24,82
113,-,29376,43,66
113,/,88178,26,1
113,-,7715,55,89
113,-,44017,46,14
97,/,75993,71,3
113,+,56838,89,88
113,-,13469,96,39
97,+,69658,72,84
113,/,16295,16,1
97,+,22704,33,39
97,/,59127,29,1
113,+,58742,81,63
113,/,44017,94,16
113,/,4030,39,103
97,+,45468,54,29
113,+,88107,68,35
113,-,32155,7,56
113,/,47699,66,44
113,/,10530,2,67
113,+,10530,23,44
113,-,17221,73,85
97,/,21691,80,77
113,-,40541,45,42
97,+,75993,32,74
113,+,6496,90,32
113,+,62575,72,45
113,-,25005,45,100
97,+,97913,62,5
97,/,92272,66,40
97,/,302,94,3
97,+,78480,49,56
97,+,9078,84,44
113,-,21170,89,63
97,-,84096,41,53
113,+,73271,23,70
97,+,31026,71,57
97,-,32087,18,59
113,-,32138,18,28
113,-,98030,102,70
97,-,17531,72,96
113,/,29376,12,75
97,/,9078,37,51
113,-,38124,78,78
113,-,90764,30,108
113,-,51028,107,71
97,+,70596,36,16
97,/,47231,61,95
97,+,65197,67,80
113,/,61287,55,97
97,-,66367,4,15
97,+,9313,69,70
97,/,22452,19,17
113,+,62226,17,93
113,+,95111,110,75
97,-,65197,57,53
113,+,35865,35,79
97,+,78480,83,90
113,+,13880,55,36
97,-,36556,5,79
113,/,50938,104,37
97,/,13485,72,90
113,/,29376,69,86
97,-,37093,90,46
113,-,87985,96,88
97,-,49203,54,67
113,+,88178,95,20
97,+,39776,18,24
113,/,32157,80,62
113,-,9184,6,25
113,+,48186,90,25
113,-,99188,22,65
97,+,41477,83,44
97,/,55447,71,4
113,+,7715,15,46
113,-,62226,82,107
97,/,71429,92,0
113,/,90132,106,59
113,+,3935,22,2
97,/,71429,91,8
113,-,87985,19,52
113,-,74692,106,6
113,/,15577,63,21
97,-,57363,91,42
97,/,81442,25,56
97,/,17986,86,15
97,/,13470,80,71
113,+,15416,62,110
113,/,32819,104,89
97,+,21582,22,70
113,+,40358,63,80
97,/,25040,49,26
97,/,83449,54,90
97,/,31026,59,40
113,/,92067,55,91
113,+,18628,10,106
113,-,64945,9,74
113,-,21170,31,8
113,/,64108,18,58
113,+,85237,19,54
113,-,12109,51,80
97,-,31026,96,84
113,+,94644,32,95
97,/,9127,53,75
97,+,36556,56,43
113,+,77452,2,49
97,-,9313,36,62
113,-,90338,29,22
113,/,92447,63,111
97,+,65197,21,34
113,+,17221,76,8
97,/,90189,18,63
113,-,98030,63,109
97,-,55447,74,83
97,/,46992,47,29
113,+,99188,55,29
97,+,49039,47,4
113,/,3935,20,83
113,/,27885,31,108
113,/,87038,59,6
97,/,89479,61,11
113,+,64945,44,14
113,-,99308,1,93
113,-,3489,74,25
113,/,51028,53,58
97,-,60736,37,74
113,+,96626,108,6
113,+,50938,53,28
113,+,22918,59,38
97,/,61954,73,72
97,-,39813,53,87
97,-,60736,85,26
97,+,46204,34,66
113,+,10530,50,71
97,+,36935,48,26
97,+,24752,8,25
97,+,22704,45,51
97,+,97317,31,57
113,-,29229,25,50
97,+,77561,56,17
113,+,21170,77,3
97,/,75993,37,16
97,-,70596,88,86
113,/,92067,74,1
113,-,44017,14,46
113,/,38124,53,41
97,-,36413,85,50
113,/,94245,102,19
113,-,94644,85,91
113,-,90338,100,64
113,/,60261,51,51
97,-,75993,25,17
97,-,78561,74,14
113,+,22704,28,19
97,-,22452,44,1
97,/,29432,14,65
113,-,3489,66,33
113,/,60261,55,78
97,-,22452,28,17
113,-,88178,63,88
113,/,48186,79,44
113,+,56838,14,13
97,/,32087,79,18
97,+,46204,43,75
113,-,11670,46,98
97,-,24506,40,22
97,+,21582,86,37
113,/,33576,5,48
97,+,78561,90,81
97,/,27813,88,25
113,+,42439,43,107
97,+,51782,54,38
113,+,4030,86,48
97,-,59127,80,71
113,-,32138,44,2
97,+,36935,74,52
97,/,96984,33,28
97,/,9313,16,0
97,/,17918,73,51
113,+,84984,38,46
113,-,78097,48,79
97,/,34913,25,38
113,+,4738,3,108
113,+,99308,8,102
113,-,60444,78,24
97,/,39813,35,70
113,/,35865,28,37
97,/,84026,51,95
113,+,84984,18,26
97,-,34702,37,36
97,-,55447,46,14
113,-,32155,22,41
97,-,22452,10,35
97,+,21691,59,22
113,-,7715,86,58
113,/,98030,9,44
97,/,9313,66,44
113,+,88178,25,63
113,+,62226,39,2
113,-,98030,17,42
113,/,77503,65,62
113,+,66178,2,75
97,-,35942,17,35
113,/,92542,36,84
113,-,88107,113,80
97,+,29432,38,79
97,+,25367,51,4
97,-,76017,4,62
97,+,78561,50,41
113,+,36672,40,100
97,/,56754,60,72
113,+,67524,111,61
113,/,92067,10,53
97,/,41477,12,61
113,-,61208,58,17
97,/,61954,57,19
113,+,78288,7,99
113,+,13880,96,77
97,-,5520,81,7
97,-,57363,61,72
113,/,6268,21,72
97,/,39030,74,42
97,+,10109,17,38
113,-,33576,64,64
113,/,73905,84,88
113,+,29229,94,56
97,-,47058,76,34
97,/,39813,19,58
113,+,22704,27,18
113,-,22088,88,78
113,-,88107,56,24
97,-,45468,21,51
113,+,29376,112,108
97,+,24506,8,70
97,-,7373,84,14
97,/,64490,24,68
113,/,60444,63,55
113,/,52810,37,71
113,-,92437,32,84
113,/,88625,42,76
113,+,87038,26,54
97,-,65197,19,91
97,-,64490,54,28
113,+,60716,66,101
113,+,66178,40,0
97,/,27813,92,11
113,+,62226,13,89
97,+,85802,44,1
113,/,92447,78,55
97,/,97317,25,12
113,/,62575,104,36
113,/,92447,31,44
97,/,9313,12,0
97,+,97317,59,85
113,/,40483,65,57
97,+,81442,5,64
97,-,17531,85,83
113,/,48186,93,66
97,-,36413,34,4
113,-,5188,50,53
97,+,31330,12,11
97,-,78745,84,91
113,/,45066,96,17
97,+,31026,93,79
113,-,99188,69,18
97,/,10109,19,47
113,/,99188,80,109
97,/,36413,34,3
113,-,92067,6,79
97,-,56754,97,9
97,-,13470,38,46
97,-,97913,15,25
113,/,62226,70,97
113,-,62575,96,103
97,+,78561,25,16
113,+,84344,73,6
113,+,25005,103,22
97,/,89479,40,5
97,-,61954,91,74
97,-,39776,92,11
113,-,42439,102,75
113,-,66952,108,61
113,-,3489,104,108
97,+,27813,10,81
113,+,10530,95,3
97,/,17531,44,10
97,-,78480,21,83
113,-,51677,109,40
97,-,9078,63,91
113,/,45420,89,58
113,+,4738,49,41
97,-,49039,22,32
97,-,60736,46,65
113,-,38353,5,41
113,+,90764,109,21
113,+,71965,77,61
113,/,32138,11,96
97,-,13485,64,35
97,/,50757,4,79
113,/,45819,111,73
97,/,9078,21,44
113,+,15577,86,69
113,/,95111,42,4
97,/,39776,64,39
97,+,24752,40,57
97,-,69912,25,47
97,/,49039,52,70
97,/,60736,45,88
97,-,57363,27,9
97,/,36556,97,85
113,/,90082,52,37
97,+,31330,75,74
97,-,78745,63,15
97,/,78745,35,18
97,-,32087,75,2
113,-,56838,87,25
113,/,16295,59,50
113,/,67524,14,77
113,/,13880,51,46
97,/,71429,13,62
113,-,60261,15,17
97,-,57363,93,40
113,+,64108,54,91
113,/,88107,112,108
113,+,73905,89,92
113,+,13880,1,95
113,-,6268,37,16
113,-,29376,4,105
113,+,60439,65,49
97,/,66969,12,51
97,+,36413,7,45
97,/,5520,10,67
113,+,92067,31,3
113,-,10530,74,60
97,-,41940,92,41
97,-,9297,46,36
97,/,94353,69,9
113,/,51677,32,32
113,/,11670,108,108
113,+,35865,34,78
97,+,84026,46,70
113,+,32819,101,37
113,/,38124,17,95
97,+,89387,26,76
97,/,58237,20,1
113,-,92067,63,22
97,+,58237,1,38
97,-,35942,96,53
113,-,51028,53,12
97,+,66367,85,7
97,-,89387,55,92
113,-,85237,51,97
113,-,85237,82,66
113,-,33576,97,31
113,-,60261,102,43
97,-,89387,80,67
113,+,66178,71,31
97,/,35942,34,87
113,+,74692,82,81
113,/,60444,36,97
97,-,21582,4,44
113,-,73271,101,59
97,+,55447,15,75
97,-,3080,91,79
97,-,66969,64,72
113,+,18391,88,60
113,/,92437,25,81
97,-,39855,97,85
113,+,62575,35,8
113,+,18628,85,68
97,-,34913,66,24
113,-,64945,28,55
113,+,40358,100,4
113,-,84984,100,21
97,-,66367,66,50
97,+,9230,70,85
113,/,98030,37,50
97,+,77561,6,64
113,+,78288,21,0
97,-,56754,52,54
113,-,56838,66,46
113,+,94644,76,26
97,+,36413,78,19
113,-,45819,63,104
97,/,36935,43,82
113,/,46526,6,70
97,-,41940,53,80
113,+,3935,91,71
113,/,87985,31,13
113,+,61208,23,98
97,-,35942,87,62
113,-,7715,92,52
113,+,38124,78,8
113,-,51028,11,54
97,+,64490,56,41
113,-,88625,27,6
97,/,25367,24,86
113,/,22088,59,35
113,-,47699,47,79
113,/,35865,104,5
113,/,38124,48,3
97,-,55447,16,44
113,+,46646,68,45
97,+,90189,0,76
113,+,15577,4,100
97,-,17918,63,7
97,-,27813,39,32
113,/,40483,73,102
113,-,90082,102,32
97,/,22902,67,50
113,-,84344,101,58
113,-,21170,28,11
113,/,98030,107,12
97,+,97317,45,71
97,-,92272,10,15
113,/,38353,74,66
113,-,6146,50,107
113,/,71965,92,104
113,+,22918,87,66
113,-,60439,8,89
97,+,49039,79,36
113,/,38353,16,24
97,/,66367,29,57
113,-,6496,55,0
113,-,88625,15,18
113,+,3935,63,43
113,+,78097,13,27
97,+,41940,90,29
97,/,22902,64,66
113,-,17221,79,79
113,/,78097,35,84
113,+,21170,60,99
113,/,25005,90,51
113,-,4030,30,45
113,/,3489,52,67
113,+,78288,84,63
97,+,3080,94,70
113,+,76255,37,17
113,-,7715,32,112
113,/,32157,26,106
113,-,22088,3,50
113,/,54179,99,95
97,+,13470,92,79
97,+,39030,57,93
113,/,60439,37,51
113,+,78288,52,31
113,/,78288,97,16
113,/,78097,52,32
97,-,65197,42,68
113,-,94644,82,94
97,-,84096,51,43
113,-,92542,15,93
113,-,73905,107,9
113,/,18628,112,53
97,-,89479,92,50
97,/,49203,43,77
97,-,89479,65,77
113,/,61287,87,26
113,-,45420,65,42
113,/,32157,42,87
97,-,78480,25,79
113,-,10530,106,28
97,+,10109,93,17
97,/,41477,49,70
97,+,58237,52,89
97,+,49384,8,19
97,/,9127,12,81
97,-,27813,24,47
113,+,42439,20,84
113,-,60439,39,58
97,-,17531,67,4
113,/,38124,57,103
113,/,78097,98,5
113,/,48186,103,15
113,/,78288,93,50
113,-,61208,16,59
97,+,83449,68,0
97,/,3080,70,44
97,+,76017,7,73
113,+,66178,50,10
97,+,36556,17,4
113,/,22918,91,25
97,-,83449,65,61
97,-,3080,39,34
113,-,40483,39,103
97,+,9127,66,75
97,/,59127,37,46
113,+,64460,64,1
113,+,9184,109,27
97,+,39813,39,82
113,+,40541,65,39
97,/,81815,73,53
113,+,40358,3,20
113,-,46646,1,89
113,+,64460,78,15
113,/,84984,12,76
113,/,15577,78,86
113,+,61287,7,48
113,/,12109,70,59
97,/,77561,48,63
113,-,60439,91,6
113,/,22918,12,101
97,/,17531,43,19
113,-,44017,47,13
113,-,52810,61,91
97,+,24506,85,50
113,-,61287,73,81
97,+,80549,92,34
113,-,90764,99,39
113,+,92542,63,58
113,/,62575,111,111
97,/,84096,83,43
97,/,66732,4,96
97,/,64490,31,43
97,+,84096,82,79
97,-,58237,21,16
113,-,77452,31,16
113,-,88107,11,69
113,-,16295,37,99
113,/,33576,51,93
97,+,10109,23,44
97,-,36413,56,79
113,+,94644,63,13
97,+,45681,25,19
113,+,15416,46,94
97,+,66969,67,9
97,-,90189,48,28
113,-,44017,101,72
113,+,67524,112,62
113,/,48186,89,89
97,/,77561,38,4
97,-,22902,79,28
113,/,90132,94,54
113,/,22088,2,83
113,-,67524,88,88
113,/,95111,113,50
97,+,13485,89,91
113,+,61208,92,54
97,-,89387,51,96
113,/,85237,36,107
113,-,94245,72,44
97,/,17918,43,28
113,+,66952,87,30
113,/,28473,10,22
113,/,38353,111,6
113,/,94644,64,9
97,/,21582,52,27
113,+,15416,23,71
97,-,81442,4,55
113,-,64945,23,60
113,-,65979,98,2
97,/,36556,49,67
113,-,92542,88,20
113,+,77452,93,27
97,+,47058,17,30
113,/,38124,45,56
97,+,41940,24,60
113,/,66178,41,32
113,-,32155,45,18
113,+,27885,22,109
97,-,39030,79,54
97,-,49203,44,77
113,/,16295,9,2
97,/,9078,42,22
97,/,83449,97,84
97,-,97913,75,62
97,+,65197,18,31
113,+,8764,59,9
97,/,76017,87,0
113,-,87038,7,21
113,+,73905,98,101
97,-,68089,92,0
97,/,9297,18,31
113,-,22088,82,84
97,+,58237,82,22
113,+,46526,103,73
113,+,36672,48,108
97,+,96984,84,68
97,+,34702,13,86
113,+,22088,62,2
97,+,9313,50,51
97,/,78561,14,82
97,+,2688,72,44
113,/,18628,33,112
97,-,97317,76,47
113,+,27885,28,2
113,-,90338,61,103
97,-,75993,18,24
113,/,76255,99,92
113,-,67524,14,49
113,/,42439,46,18
97,+,84026,34,58
97,/,37093,75,9
97,+,76017,94,63
97,-,35467,88,71
113,-,35865,44,0
97,/,25040,4,52
113,/,66178,56,51
113,+,5188,36,26
113,-,8764,10,53
97,+,47106,7,68
113,+,4030,77,39
97,/,49203,40,66
113,+,98262,67,19
113,/,9184,80,1
113,+,84344,96,29
113,/,96626,9,1
97,/,45468,71,58
113,+,5188,67,57
97,-,49203,1,23
113,-,90082,44,90
113,+,94245,20,23
97,-,69912,37,35
97,/,90189,96,66
97,/,66367,6,3
97,/,9313,55,72
97,+,9297,80,65
113,-,22088,78,88
113,/,16295,22,62
97,+,36556,23,10
113,+,3935,105,85
113,/,88625,60,8
97,-,2688,38,31
97,+,81442,61,23
97,-,46992,85,56
113,/,15577,95,50
113,/,32155,27,60
113,/,73271,57,42
113,-,2527,50,104
97,+,31026,28,14
97,/,17918,54,40
113,/,99188,28,39
113,+,13880,60,41
113,+,40483,23,52
113,+,40358,50,67
97,-,41477,9,49
113,-,38133,72,93
97,+,86933,56,77
113,-,4738,108,110
113,-,96626,85,39
113,/,85237,109,103
97,-,55447,82,75
113,/,46646,59,112
113,/,21170,107,84
113,+,58742,5,100
113,+,7715,83,1
113,/,92447,111,41
113,-,32819,1,48
113,/,38133,19,86
113,+,64108,34,71
97,+,94353,39,11
97,+,77561,31,89
113,/,61287,65,38
97,-,7373,30,68
97,+,68089,48,43
97,/,9078,15,23
97,/,36935,60,33
113,+,53879,12,103
113,+,25005,72,104
113,-,71965,103,107
97,-,69912,12,60
113,/,45066,29,85
97,+,96984,41,25
97,-,29432,80,58
113,-,96626,100,24
97,/,37093,62,16
113,+,6496,74,16
113,+,73905,72,75
97,+,57363,22,58
113,-,64945,20,63
113,/,64945,29,92
97,+,2688,13,82
97,+,21582,0,48
113,-,3489,27,72
113,/,7715,31,22
97,-,37093,3,36
97,-,17531,65,6
97,/,45468,75,24
113,/,51028,64,6
113,-,40483,93,49
97,+,83449,33,62
113,-,71965,24,73
97,-,85802,37,17
113,-,65979,76,24
97,+,3080,71,47
113,+,90338,35,86
113,/,29229,18,41
97,/,31330,19,96
97,-,58237,8,29
113,-,87985,65,6
97,/,31330,67,79
113,-,52810,58,94
97,+,9313,53,54
97,+,21691,33,93
97,/,86933,47,6
113,+,51028,35,100
113,/,2527,102,24
97,/,50757,56,33
113,/,32138,107,74
113,-,88625,85,61
97,+,47231,4,93
97,/,90189,90,32
97,+,81815,57,4
113,+,95111,30,108
97,/,302,40,7
113,-,46646,65,25
113,+,22704,30,21
113,-,90082,19,2
97,-,90189,21,55
113,+,51028,13,78
113,/,35865,97,30
97,+,49384,57,68
113,-,95111,92,99
113,/,66178,8,23
97,-,21691,63,94
97,+,89479,43,88
97,+,50757,85,14
97,+,57363,10,46
97,-,97317,57,66
97,/,27813,21,63
113,-,51677,106,43
113,-,45066,3,89
113,/,96626,59,55
113,-,38286,81,11
113,/,94644,5,57
97,-,47106,10,51
97,-,9297,31,51
97,+,34913,71,64
113,/,90132,91,86
97,-,76017,61,5
97,/,78480,73,8
113,/,38286,40,53
97,+,84026,77,4
97,+,61954,64,35
113,/,56838,50,6
97,/,50757,71,35
97,/,75993,76,29
97,-,47231,12,77
97,-,31330,85,11
97,-,47106,24,37
97,-,47231,34,55
97,+,46992,83,30
113,-,46646,108,95
113,/,60716,28,21
97,/,37093,79,81
97,-,81815,10,34
97,-,86933,70,48
113,/,88178,8,61
113,-,10530,53,81
113,/,60261,54,98
113,/,21170,13,46
97,+,7373,77,78
113,/,4030,79,51
97,+,22704,55,61
113,-,60444,90,12
97,/,66367,47,54
97,+,34913,86,79
